原始词语,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB,DCBA,COL_1,COL_2,COL_3,COL_4,COL_5,COL_6,COL_7,COL_8,COL_9,COL_10,COL_11,COL_12,COL_13,COL_14,COL_15,COL_16,COL_17,COL_18,COL_19,COL_20,COL_21,COL_22,COL_23,COL_24,COL_25,COL_26,COL_27,COL_28,COL_29,COL_30,COL_31,COL_32,COL_33,COL_34,COL_35,COL_36,COL_37,COL_38,COL_39,COL_40,COL_41,COL_42,COL_43,COL_44,COL_45,COL_46,COL_47,COL_48,COL_49,COL_50,COL_51,COL_52,COL_53,COL_54,COL_55,COL_56,COL_57,COL_58,COL_59,COL_60,COL_61,COL_62,COL_63,COL_64,COL_65,COL_66,COL_67,COL_68,COL_69,COL_70,COL_71,COL_72,COL_73,COL_74,COL_75,COL_76,COL_77,COL_78,COL_79,COL_80,COL_81,COL_82,COL_83,COL_84,COL_85,COL_86,COL_87,COL_88,COL_89,COL_90,COL_91,COL_92,COL_93,COL_94,COL_95
意気揚々,意気々揚,意揚気々,意揚々気,意々気揚,意々揚気,気意揚々,気意々揚,気揚意々,気揚々意,気々意揚,気々揚意,揚意気々,揚意々気,揚気意々,揚気々意,揚々意気,揚々気意,々意気揚,々意揚気,々気意揚,々気揚意,々揚意気,々揚気意,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
異国情緒,異国緒情,異情国緒,異情緒国,異緒国情,異緒情国,国異情緒,国異緒情,国情異緒,国情緒異,国緒異情,国緒情異,情異国緒,情異緒国,情国異緒,情国緒異,情緒異国,情緒国異,緒異国情,緒異情国,緒国異情,緒国情異,緒情異国,緒情国異,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一刀両断,一刀断両,一両刀断,一両断刀,一断刀両,一断両刀,刀一両断,刀一断両,刀両一断,刀両断一,刀断一両,刀断両一,両一刀断,両一断刀,両刀一断,両刀断一,両断一刀,両断刀一,断一刀両,断一両刀,断刀一両,断刀両一,断両一刀,断両刀一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一望千里,一望里千,一千望里,一千里望,一里望千,一里千望,望一千里,望一里千,望千一里,望千里一,望里一千,望里千一,千一望里,千一里望,千望一里,千望里一,千里一望,千里望一,里一望千,里一千望,里望一千,里望千一,里千一望,里千望一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一心不乱,一心乱不,一不心乱,一不乱心,一乱心不,一乱不心,心一不乱,心一乱不,心不一乱,心不乱一,心乱一不,心乱不一,不一心乱,不一乱心,不心一乱,不心乱一,不乱一心,不乱心一,乱一心不,乱一不心,乱心一不,乱心不一,乱不一心,乱不心一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
一路順風,一路風順,一順路風,一順風路,一風路順,一風順路,路一順風,路一風順,路順一風,路順風一,路風一順,路風順一,順一路風,順一風路,順路一風,順路風一,順風一路,順風路一,風一路順,風一順路,風路一順,風路順一,風順一路,風順路一,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
因果応報,因果報応,因応果報,因応報果,因報果応,因報応果,果因応報,果因報応,果応因報,果応報因,果報因応,果報応因,応因果報,応因報果,応果因報,応果報因,応報因果,応報果因,報因果応,報因応果,報果因応,報果応因,報応因果,報応果因,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
栄耀栄華,栄耀華栄,栄栄耀華,栄栄華耀,栄華耀栄,栄華栄耀,耀栄栄華,耀栄華栄,耀栄栄華,耀栄華栄,耀華栄栄,耀華栄栄,栄栄耀華,栄栄華耀,栄耀栄華,栄耀華栄,栄華栄耀,栄華耀栄,華栄耀栄,華栄栄耀,華耀栄栄,華耀栄栄,華栄栄耀,華栄耀栄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
会者定離,会者離定,会定者離,会定離者,会離者定,会離定者,者会定離,者会離定,者定会離,者定離会,者離会定,者離定会,定会者離,定会離者,定者会離,定者離会,定離会者,定離者会,離会者定,離会定者,離者会定,離者定会,離定会者,離定者会,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
快刀乱麻,快刀麻乱,快乱刀麻,快乱麻刀,快麻刀乱,快麻乱刀,刀快乱麻,刀快麻乱,刀乱快麻,刀乱麻快,刀麻快乱,刀麻乱快,乱快刀麻,乱快麻刀,乱刀快麻,乱刀麻快,乱麻快刀,乱麻刀快,麻快刀乱,麻快乱刀,麻刀快乱,麻刀乱快,麻乱快刀,麻乱刀快,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
花鳥風月,花鳥月風,花風鳥月,花風月鳥,花月鳥風,花月風鳥,鳥花風月,鳥花月風,鳥風花月,鳥風月花,鳥月花風,鳥月風花,風花鳥月,風花月鳥,風鳥花月,風鳥月花,風月花鳥,風月鳥花,月花鳥風,月花風鳥,月鳥花風,月鳥風花,月風花鳥,月風鳥花,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
画竜点睛,画竜睛点,画点竜睛,画点睛竜,画睛竜点,画睛点竜,竜画点睛,竜画睛点,竜点画睛,竜点睛画,竜睛画点,竜睛点画,点画竜睛,点画睛竜,点竜画睛,点竜睛画,点睛画竜,点睛竜画,睛画竜点,睛画点竜,睛竜画点,睛竜点画,睛点画竜,睛点竜画,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
寒暖自在,寒暖在自,寒自暖在,寒自在暖,寒在暖自,寒在自暖,暖寒自在,暖寒在自,暖自寒在,暖自在寒,暖在寒自,暖在自寒,自寒暖在,自寒在暖,自暖寒在,自暖在寒,自在寒暖,自在暖寒,在寒暖自,在寒自暖,在暖寒自,在暖自寒,在自寒暖,在自暖寒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
九死一生,九死生一,九一死生,九一生死,九生死一,九生一死,死九一生,死九生一,死一九生,死一生九,死生九一,死生一九,一九死生,一九生死,一死九生,一死生九,一生九死,一生死九,生九死一,生九一死,生死九一,生死一九,生一九死,生一死九,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
共存共栄,共存栄共,共共存栄,共共栄存,共栄存共,共栄共存,存共共栄,存共栄共,存共共栄,存共栄共,存栄共共,存栄共共,共共存栄,共共栄存,共存共栄,共存栄共,共栄共存,共栄存共,栄共存共,栄共共存,栄存共共,栄存共共,栄共共存,栄共存共,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
玉石混交,玉石交混,玉混石交,玉混交石,玉交石混,玉交混石,石玉混交,石玉交混,石混玉交,石混交玉,石交玉混,石交混玉,混玉石交,混玉交石,混石玉交,混石交玉,混交玉石,混交石玉,交玉石混,交玉混石,交石玉混,交石混玉,交混玉石,交混石玉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金科玉条,金科条玉,金玉科条,金玉条科,金条科玉,金条玉科,科金玉条,科金条玉,科玉金条,科玉条金,科条金玉,科条玉金,玉金科条,玉金条科,玉科金条,玉科条金,玉条金科,玉条科金,条金科玉,条金玉科,条科金玉,条科玉金,条玉金科,条玉科金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
金城湯池,金城池湯,金湯城池,金湯池城,金池城湯,金池湯城,城金湯池,城金池湯,城湯金池,城湯池金,城池金湯,城池湯金,湯金城池,湯金池城,湯城金池,湯城池金,湯池金城,湯池城金,池金城湯,池金湯城,池城金湯,池城湯金,池湯金城,池湯城金,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
空理空論,空理論空,空空理論,空空論理,空論理空,空論空理,理空空論,理空論空,理空空論,理空論空,理論空空,理論空空,空空理論,空空論理,空理空論,空理論空,空論空理,空論理空,論空理空,論空空理,論理空空,論理空空,論空空理,論空理空,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
傾国美女,傾国女美,傾美国女,傾美女国,傾女国美,傾女美国,国傾美女,国傾女美,国美傾女,国美女傾,国女傾美,国女美傾,美傾国女,美傾女国,美国傾女,美国女傾,美女傾国,美女国傾,女傾国美,女傾美国,女国傾美,女国美傾,女美傾国,女美国傾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
敬天愛人,敬天人愛,敬愛天人,敬愛人天,敬人天愛,敬人愛天,天敬愛人,天敬人愛,天愛敬人,天愛人敬,天人敬愛,天人愛敬,愛敬天人,愛敬人天,愛天敬人,愛天人敬,愛人敬天,愛人天敬,人敬天愛,人敬愛天,人天敬愛,人天愛敬,人愛敬天,人愛天敬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
賢良方正,賢良正方,賢方良正,賢方正良,賢正良方,賢正方良,良賢方正,良賢正方,良方賢正,良方正賢,良正賢方,良正方賢,方賢良正,方賢正良,方良賢正,方良正賢,方正賢良,方正良賢,正賢良方,正賢方良,正良賢方,正良方賢,正方賢良,正方良賢,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
古今無双,古今双無,古無今双,古無双今,古双今無,古双無今,今古無双,今古双無,今無古双,今無双古,今双古無,今双無古,無古今双,無古双今,無今古双,無今双古,無双古今,無双今古,双古今無,双古無今,双今古無,双今無古,双無古今,双無今古,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
公序良俗,公序俗良,公良序俗,公良俗序,公俗序良,公俗良序,序公良俗,序公俗良,序良公俗,序良俗公,序俗公良,序俗良公,良公序俗,良公俗序,良序公俗,良序俗公,良俗公序,良俗序公,俗公序良,俗公良序,俗序公良,俗序良公,俗良公序,俗良序公,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
誇大妄想,誇大想妄,誇妄大想,誇妄想大,誇想大妄,誇想妄大,大誇妄想,大誇想妄,大妄誇想,大妄想誇,大想誇妄,大想妄誇,妄誇大想,妄誇想大,妄大誇想,妄大想誇,妄想誇大,妄想大誇,想誇大妄,想誇妄大,想大誇妄,想大妄誇,想妄誇大,想妄大誇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
荒唐無稽,荒唐稽無,荒無唐稽,荒無稽唐,荒稽唐無,荒稽無唐,唐荒無稽,唐荒稽無,唐無荒稽,唐無稽荒,唐稽荒無,唐稽無荒,無荒唐稽,無荒稽唐,無唐荒稽,無唐稽荒,無稽荒唐,無稽唐荒,稽荒唐無,稽荒無唐,稽唐荒無,稽唐無荒,稽無荒唐,稽無唐荒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三寒四温,三寒温四,三四寒温,三四温寒,三温寒四,三温四寒,寒三四温,寒三温四,寒四三温,寒四温三,寒温三四,寒温四三,四三寒温,四三温寒,四寒三温,四寒温三,四温三寒,四温寒三,温三寒四,温三四寒,温寒三四,温寒四三,温四三寒,温四寒三,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
三位一体,三位体一,三一位体,三一体位,三体位一,三体一位,位三一体,位三体一,位一三体,位一体三,位体三一,位体一三,一三位体,一三体位,一位三体,一位体三,一体三位,一体位三,体三位一,体三一位,体位三一,体位一三,体一三位,体一位三,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
山紫水明,山紫明水,山水紫明,山水明紫,山明紫水,山明水紫,紫山水明,紫山明水,紫水山明,紫水明山,紫明山水,紫明水山,水山紫明,水山明紫,水紫山明,水紫明山,水明山紫,水明紫山,明山紫水,明山水紫,明紫山水,明紫水山,明水山紫,明水紫山,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
四苦八苦,四苦苦八,四八苦苦,四八苦苦,四苦苦八,四苦八苦,苦四八苦,苦四苦八,苦八四苦,苦八苦四,苦苦四八,苦苦八四,八四苦苦,八四苦苦,八苦四苦,八苦苦四,八苦四苦,八苦苦四,苦四苦八,苦四八苦,苦苦四八,苦苦八四,苦八四苦,苦八苦四,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自給自足,自給足自,自自給足,自自足給,自足給自,自足自給,給自自足,給自足自,給自自足,給自足自,給足自自,給足自自,自自給足,自自足給,自給自足,自給足自,自足自給,自足給自,足自給自,足自自給,足給自自,足給自自,足自自給,足自給自,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
自由奔放,自由放奔,自奔由放,自奔放由,自放由奔,自放奔由,由自奔放,由自放奔,由奔自放,由奔放自,由放自奔,由放奔自,奔自由放,奔自放由,奔由自放,奔由放自,奔放自由,奔放由自,放自由奔,放自奔由,放由自奔,放由奔自,放奔自由,放奔由自,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
疾風怒涛,疾風涛怒,疾怒風涛,疾怒涛風,疾涛風怒,疾涛怒風,風疾怒涛,風疾涛怒,風怒疾涛,風怒涛疾,風涛疾怒,風涛怒疾,怒疾風涛,怒疾涛風,怒風疾涛,怒風涛疾,怒涛疾風,怒涛風疾,涛疾風怒,涛疾怒風,涛風疾怒,涛風怒疾,涛怒疾風,涛怒風疾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
質実剛健,質実健剛,質剛実健,質剛健実,質健実剛,質健剛実,実質剛健,実質健剛,実剛質健,実剛健質,実健質剛,実健剛質,剛質実健,剛質健実,剛実質健,剛実健質,剛健質実,剛健実質,健質実剛,健質剛実,健実質剛,健実剛質,健剛質実,健剛実質,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
秀麗無比,秀麗比無,秀無麗比,秀無比麗,秀比麗無,秀比無麗,麗秀無比,麗秀比無,麗無秀比,麗無比秀,麗比秀無,麗比無秀,無秀麗比,無秀比麗,無麗秀比,無麗比秀,無比秀麗,無比麗秀,比秀麗無,比秀無麗,比麗秀無,比麗無秀,比無秀麗,比無麗秀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
春風駘蕩,春風蕩駘,春駘風蕩,春駘蕩風,春蕩風駘,春蕩駘風,風春駘蕩,風春蕩駘,風駘春蕩,風駘蕩春,風蕩春駘,風蕩駘春,駘春風蕩,駘春蕩風,駘風春蕩,駘風蕩春,駘蕩春風,駘蕩風春,蕩春風駘,蕩春駘風,蕩風春駘,蕩風駘春,蕩駘春風,蕩駘風春,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
新進気鋭,新進鋭気,新気進鋭,新気鋭進,新鋭進気,新鋭気進,進新気鋭,進新鋭気,進気新鋭,進気鋭新,進鋭新気,進鋭気新,気新進鋭,気新鋭進,気進新鋭,気進鋭新,気鋭新進,気鋭進新,鋭新進気,鋭新気進,鋭進新気,鋭進気新,鋭気新進,鋭気進新,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
神出鬼没,神出没鬼,神鬼出没,神鬼没出,神没出鬼,神没鬼出,出神鬼没,出神没鬼,出鬼神没,出鬼没神,出没神鬼,出没鬼神,鬼神出没,鬼神没出,鬼出神没,鬼出没神,鬼没神出,鬼没出神,没神出鬼,没神鬼出,没出神鬼,没出鬼神,没鬼神出,没鬼出神,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
針小棒大,針小大棒,針棒小大,針棒大小,針大小棒,針大棒小,小針棒大,小針大棒,小棒針大,小棒大針,小大針棒,小大棒針,棒針小大,棒針大小,棒小針大,棒小大針,棒大針小,棒大小針,大針小棒,大針棒小,大小針棒,大小棒針,大棒針小,大棒小針,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
盛者必衰,盛者衰必,盛必者衰,盛必衰者,盛衰者必,盛衰必者,者盛必衰,者盛衰必,者必盛衰,者必衰盛,者衰盛必,者衰必盛,必盛者衰,必盛衰者,必者盛衰,必者衰盛,必衰盛者,必衰者盛,衰盛者必,衰盛必者,衰者盛必,衰者必盛,衰必盛者,衰必者盛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千差万別,千差別万,千万差別,千万別差,千別差万,千別万差,差千万別,差千別万,差万千別,差万別千,差別千万,差別万千,万千差別,万千別差,万差千別,万差別千,万別千差,万別差千,別千差万,別千万差,別差千万,別差万千,別万千差,別万差千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
千載一遇,千載遇一,千一載遇,千一遇載,千遇載一,千遇一載,載千一遇,載千遇一,載一千遇,載一遇千,載遇千一,載遇一千,一千載遇,一千遇載,一載千遇,一載遇千,一遇千載,一遇載千,遇千載一,遇千一載,遇載千一,遇載一千,遇一千載,遇一載千,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
清廉潔白,清廉白潔,清潔廉白,清潔白廉,清白廉潔,清白潔廉,廉清潔白,廉清白潔,廉潔清白,廉潔白清,廉白清潔,廉白潔清,潔清廉白,潔清白廉,潔廉清白,潔廉白清,潔白清廉,潔白廉清,白清廉潔,白清潔廉,白廉清潔,白廉潔清,白潔清廉,白潔廉清,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
絶体絶命,絶体命絶,絶絶体命,絶絶命体,絶命体絶,絶命絶体,体絶絶命,体絶命絶,体絶絶命,体絶命絶,体命絶絶,体命絶絶,絶絶体命,絶絶命体,絶体絶命,絶体命絶,絶命絶体,絶命体絶,命絶体絶,命絶絶体,命体絶絶,命体絶絶,命絶絶体,命絶体絶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天下無双,天下双無,天無下双,天無双下,天双下無,天双無下,下天無双,下天双無,下無天双,下無双天,下双天無,下双無天,無天下双,無天双下,無下天双,無下双天,無双天下,無双下天,双天下無,双天無下,双下天無,双下無天,双無天下,双無下天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
天地無用,天地用無,天無地用,天無用地,天用地無,天用無地,地天無用,地天用無,地無天用,地無用天,地用天無,地用無天,無天地用,無天用地,無地天用,無地用天,無用天地,無用地天,用天地無,用天無地,用地天無,用地無天,用無天地,用無地天,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
適材適所,適材所適,適適材所,適適所材,適所材適,適所適材,材適適所,材適所適,材適適所,材適所適,材所適適,材所適適,適適材所,適適所材,適材適所,適材所適,適所適材,適所材適,所適材適,所適適材,所材適適,所材適適,所適適材,所適材適,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
東奔西走,東奔走西,東西奔走,東西走奔,東走奔西,東走西奔,奔東西走,奔東走西,奔西東走,奔西走東,奔走東西,奔走西東,西東奔走,西東走奔,西奔東走,西奔走東,西走東奔,西走奔東,走東奔西,走東西奔,走奔東西,走奔西東,走西東奔,走西奔東,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
同床異夢,同床夢異,同異床夢,同異夢床,同夢床異,同夢異床,床同異夢,床同夢異,床異同夢,床異夢同,床夢同異,床夢異同,異同床夢,異同夢床,異床同夢,異床夢同,異夢同床,異夢床同,夢同床異,夢同異床,夢床同異,夢床異同,夢異同床,夢異床同,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
日進月歩,日進歩月,日月進歩,日月歩進,日歩進月,日歩月進,進日月歩,進日歩月,進月日歩,進月歩日,進歩日月,進歩月日,月日進歩,月日歩進,月進日歩,月進歩日,月歩日進,月歩進日,歩日進月,歩日月進,歩進日月,歩進月日,歩月日進,歩月進日,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二束三文,二束文三,二三束文,二三文束,二文束三,二文三束,束二三文,束二文三,束三二文,束三文二,束文二三,束文三二,三二束文,三二文束,三束二文,三束文二,三文二束,三文束二,文二束三,文二三束,文束二三,文束三二,文三二束,文三束二,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
破竹之勢,破竹勢之,破之竹勢,破之勢竹,破勢竹之,破勢之竹,竹破之勢,竹破勢之,竹之破勢,竹之勢破,竹勢破之,竹勢之破,之破竹勢,之破勢竹,之竹破勢,之竹勢破,之勢破竹,之勢竹破,勢破竹之,勢破之竹,勢竹破之,勢竹之破,勢之破竹,勢之竹破,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
八面六臂,八面臂六,八六面臂,八六臂面,八臂面六,八臂六面,面八六臂,面八臂六,面六八臂,面六臂八,面臂八六,面臂六八,六八面臂,六八臂面,六面八臂,六面臂八,六臂八面,六臂面八,臂八面六,臂八六面,臂面八六,臂面六八,臂六八面,臂六面八,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
百花繚乱,百花乱繚,百繚花乱,百繚乱花,百乱花繚,百乱繚花,花百繚乱,花百乱繚,花繚百乱,花繚乱百,花乱百繚,花乱繚百,繚百花乱,繚百乱花,繚花百乱,繚花乱百,繚乱百花,繚乱花百,乱百花繚,乱百繚花,乱花百繚,乱花繚百,乱繚百花,乱繚花百,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
