原始词语,ABCD,ABDC,ACBD,ACDB,ADBC,ADCB,BACD,BADC,BCAD,BCDA,BDAC,BDCA,CABD,CADB,CBAD,CBDA,CDAB,CDBA,DABC,DACB,DBAC,DBCA,DCAB
大公無私,大公私無,大無公私,大無私公,大私公無,大私無公,公大無私,公大私無,公無大私,公無私大,公私大無,公私無大,無大公私,無大私公,無公大私,無公私大,無私大公,無私公大,私大公無,私大無公,私公大無,私公無大,私無大公,私無公大
落井下石,落井石下,落下井石,落下石井,落石井下,落石下井,井落下石,井落石下,井下落石,井下石落,井石落下,井石下落,下落井石,下落石井,下井落石,下井石落,下石落井,下石井落,石落井下,石落下井,石井落下,石井下落,石下落井,石下井落
臨渴掘井,臨渴井掘,臨掘渴井,臨掘井渴,臨井渴掘,臨井掘渴,渴臨掘井,渴臨井掘,渴掘臨井,渴掘井臨,渴井臨掘,渴井掘臨,掘臨渴井,掘臨井渴,掘渴臨井,掘渴井臨,掘井臨渴,掘井渴臨,井臨渴掘,井臨掘渴,井渴臨掘,井渴掘臨,井掘臨渴,井掘渴臨
八面玲瓏,八面瓏玲,八玲面瓏,八玲瓏面,八瓏面玲,八瓏玲面,面八玲瓏,面八瓏玲,面玲八瓏,面玲瓏八,面瓏八玲,面瓏玲八,玲八面瓏,玲八瓏面,玲面八瓏,玲面瓏八,玲瓏八面,玲瓏面八,瓏八面玲,瓏八玲面,瓏面八玲,瓏面玲八,瓏玲八面,瓏玲面八
一揮而就,一揮就而,一而揮就,一而就揮,一就揮而,一就而揮,揮一而就,揮一就而,揮而一就,揮而就一,揮就一而,揮就而一,而一揮就,而一就揮,而揮一就,而揮就一,而就一揮,而就揮一,就一揮而,就一而揮,就揮一而,就揮而一,就而一揮,就而揮一
一意孤行,一意行孤,一孤意行,一孤行意,一行意孤,一行孤意,意一孤行,意一行孤,意孤一行,意孤行一,意行一孤,意行孤一,孤一意行,孤一行意,孤意一行,孤意行一,孤行一意,孤行意一,行一意孤,行一孤意,行意一孤,行意孤一,行孤一意,行孤意一
汗牛充棟,汗牛棟充,汗充牛棟,汗充棟牛,汗棟牛充,汗棟充牛,牛汗充棟,牛汗棟充,牛充汗棟,牛充棟汗,牛棟汗充,牛棟充汗,充汗牛棟,充汗棟牛,充牛汗棟,充牛棟汗,充棟汗牛,充棟牛汗,棟汗牛充,棟汗充牛,棟牛汗充,棟牛充汗,棟充汗牛,棟充牛汗
仰人鼻息,仰人息鼻,仰鼻人息,仰鼻息人,仰息人鼻,仰息鼻人,人仰鼻息,人仰息鼻,人鼻仰息,人鼻息仰,人息仰鼻,人息鼻仰,鼻仰人息,鼻仰息人,鼻人仰息,鼻人息仰,鼻息仰人,鼻息人仰,息仰人鼻,息仰鼻人,息人仰鼻,息人鼻仰,息鼻仰人,息鼻人仰
乳臭未乾,乳臭乾未,乳未臭乾,乳未乾臭,乳乾臭未,乳乾未臭,臭乳未乾,臭乳乾未,臭未乳乾,臭未乾乳,臭乾乳未,臭乾未乳,未乳臭乾,未乳乾臭,未臭乳乾,未臭乾乳,未乾乳臭,未乾臭乳,乾乳臭未,乾乳未臭,乾臭乳未,乾臭未乳,乾未乳臭,乾未臭乳
開門揖盜,開門盜揖,開揖門盜,開揖盜門,開盜門揖,開盜揖門,門開揖盜,門開盜揖,門揖開盜,門揖盜開,門盜開揖,門盜揖開,揖開門盜,揖開盜門,揖門開盜,揖門盜開,揖盜開門,揖盜門開,盜開門揖,盜開揖門,盜門開揖,盜門揖開,盜揖開門,盜揖門開
危如累卵,危如卵累,危累如卵,危累卵如,危卵如累,危卵累如,如危累卵,如危卵累,如累危卵,如累卵危,如卵危累,如卵累危,累危如卵,累危卵如,累如危卵,累如卵危,累卵危如,累卵如危,卵危如累,卵危累如,卵如危累,卵如累危,卵累危如,卵累如危
得意忘形,得意形忘,得忘意形,得忘形意,得形意忘,得形忘意,意得忘形,意得形忘,意忘得形,意忘形得,意形得忘,意形忘得,忘得意形,忘得形意,忘意得形,忘意形得,忘形得意,忘形意得,形得意忘,形得忘意,形意得忘,形意忘得,形忘得意,形忘意得
三令五申,三令申五,三五令申,三五申令,三申令五,三申五令,令三五申,令三申五,令五三申,令五申三,令申三五,令申五三,五三令申,五三申令,五令三申,五令申三,五申三令,五申令三,申三令五,申三五令,申令三五,申令五三,申五三令,申五令三
短兵相接,短兵接相,短相兵接,短相接兵,短接兵相,短接相兵,兵短相接,兵短接相,兵相短接,兵相接短,兵接短相,兵接相短,相短兵接,相短接兵,相兵短接,相兵接短,相接短兵,相接兵短,接短兵相,接短相兵,接兵短相,接兵相短,接相短兵,接相兵短
按部就班,按部班就,按就部班,按就班部,按班部就,按班就部,部按就班,部按班就,部就按班,部就班按,部班按就,部班就按,就按部班,就按班部,就部按班,就部班按,就班按部,就班部按,班按部就,班按就部,班部按就,班部就按,班就按部,班就部按
錦上添花,錦上花添,錦添上花,錦添花上,錦花上添,錦花添上,上錦添花,上錦花添,上添錦花,上添花錦,上花錦添,上花添錦,添錦上花,添錦花上,添上錦花,添上花錦,添花錦上,添花上錦,花錦上添,花錦添上,花上錦添,花上添錦,花添錦上,花添上錦
得隴望蜀,得隴蜀望,得望隴蜀,得望蜀隴,得蜀隴望,得蜀望隴,隴得望蜀,隴得蜀望,隴望得蜀,隴望蜀得,隴蜀得望,隴蜀望得,望得隴蜀,望得蜀隴,望隴得蜀,望隴蜀得,望蜀得隴,望蜀隴得,蜀得隴望,蜀得望隴,蜀隴得望,蜀隴望得,蜀望得隴,蜀望隴得
沾沾自喜,沾沾喜自,沾自沾喜,沾自喜沾,沾喜沾自,沾喜自沾,沾沾自喜,沾沾喜自,沾自沾喜,沾自喜沾,沾喜沾自,沾喜自沾,自沾沾喜,自沾喜沾,自沾沾喜,自沾喜沾,自喜沾沾,自喜沾沾,喜沾沾自,喜沾自沾,喜沾沾自,喜沾自沾,喜自沾沾,喜自沾沾
毛遂自薦,毛遂薦自,毛自遂薦,毛自薦遂,毛薦遂自,毛薦自遂,遂毛自薦,遂毛薦自,遂自毛薦,遂自薦毛,遂薦毛自,遂薦自毛,自毛遂薦,自毛薦遂,自遂毛薦,自遂薦毛,自薦毛遂,自薦遂毛,薦毛遂自,薦毛自遂,薦遂毛自,薦遂自毛,薦自毛遂,薦自遂毛
外強中乾,外強乾中,外中強乾,外中乾強,外乾強中,外乾中強,強外中乾,強外乾中,強中外乾,強中乾外,強乾外中,強乾中外,中外強乾,中外乾強,中強外乾,中強乾外,中乾外強,中乾強外,乾外強中,乾外中強,乾強外中,乾強中外,乾中外強,乾中強外
井井有條,井井條有,井有井條,井有條井,井條井有,井條有井,井井有條,井井條有,井有井條,井有條井,井條井有,井條有井,有井井條,有井條井,有井井條,有井條井,有條井井,有條井井,條井井有,條井有井,條井井有,條井有井,條有井井,條有井井
六神無主,六神主無,六無神主,六無主神,六主神無,六主無神,神六無主,神六主無,神無六主,神無主六,神主六無,神主無六,無六神主,無六主神,無神六主,無神主六,無主六神,無主神六,主六神無,主六無神,主神六無,主神無六,主無六神,主無神六
本末倒置,本末置倒,本倒末置,本倒置末,本置末倒,本置倒末,末本倒置,末本置倒,末倒本置,末倒置本,末置本倒,末置倒本,倒本末置,倒本置末,倒末本置,倒末置本,倒置本末,倒置末本,置本末倒,置本倒末,置末本倒,置末倒本,置倒本末,置倒末本
良莠不齊,良莠齊不,良不莠齊,良不齊莠,良齊莠不,良齊不莠,莠良不齊,莠良齊不,莠不良齊,莠不齊良,莠齊良不,莠齊不良,不良莠齊,不良齊莠,不莠良齊,不莠齊良,不齊良莠,不齊莠良,齊良莠不,齊良不莠,齊莠良不,齊莠不良,齊不良莠,齊不莠良
水乳交融,水乳融交,水交乳融,水交融乳,水融乳交,水融交乳,乳水交融,乳水融交,乳交水融,乳交融水,乳融水交,乳融交水,交水乳融,交水融乳,交乳水融,交乳融水,交融水乳,交融乳水,融水乳交,融水交乳,融乳水交,融乳交水,融交水乳,融交乳水
夜以繼日,夜以日繼,夜繼以日,夜繼日以,夜日以繼,夜日繼以,以夜繼日,以夜日繼,以繼夜日,以繼日夜,以日夜繼,以日繼夜,繼夜以日,繼夜日以,繼以夜日,繼以日夜,繼日夜以,繼日以夜,日夜以繼,日夜繼以,日以夜繼,日以繼夜,日繼夜以,日繼以夜
防微杜漸,防微漸杜,防杜微漸,防杜漸微,防漸微杜,防漸杜微,微防杜漸,微防漸杜,微杜防漸,微杜漸防,微漸防杜,微漸杜防,杜防微漸,杜防漸微,杜微防漸,杜微漸防,杜漸防微,杜漸微防,漸防微杜,漸防杜微,漸微防杜,漸微杜防,漸杜防微,漸杜微防
岌岌可危,岌岌危可,岌可岌危,岌可危岌,岌危岌可,岌危可岌,岌岌可危,岌岌危可,岌可岌危,岌可危岌,岌危岌可,岌危可岌,可岌岌危,可岌危岌,可岌岌危,可岌危岌,可危岌岌,可危岌岌,危岌岌可,危岌可岌,危岌岌可,危岌可岌,危可岌岌,危可岌岌
沽名釣譽,沽名譽釣,沽釣名譽,沽釣譽名,沽譽名釣,沽譽釣名,名沽釣譽,名沽譽釣,名釣沽譽,名釣譽沽,名譽沽釣,名譽釣沽,釣沽名譽,釣沽譽名,釣名沽譽,釣名譽沽,釣譽沽名,釣譽名沽,譽沽名釣,譽沽釣名,譽名沽釣,譽名釣沽,譽釣沽名,譽釣名沽
以訛傳訛,以訛訛傳,以傳訛訛,以傳訛訛,以訛訛傳,以訛傳訛,訛以傳訛,訛以訛傳,訛傳以訛,訛傳訛以,訛訛以傳,訛訛傳以,傳以訛訛,傳以訛訛,傳訛以訛,傳訛訛以,傳訛以訛,傳訛訛以,訛以訛傳,訛以傳訛,訛訛以傳,訛訛傳以,訛傳以訛,訛傳訛以
一落千丈,一落丈千,一千落丈,一千丈落,一丈落千,一丈千落,落一千丈,落一丈千,落千一丈,落千丈一,落丈一千,落丈千一,千一落丈,千一丈落,千落一丈,千落丈一,千丈一落,千丈落一,丈一落千,丈一千落,丈落一千,丈落千一,丈千一落,丈千落一
一針見血,一針血見,一見針血,一見血針,一血針見,一血見針,針一見血,針一血見,針見一血,針見血一,針血一見,針血見一,見一針血,見一血針,見針一血,見針血一,見血一針,見血針一,血一針見,血一見針,血針一見,血針見一,血見一針,血見針一
萬籟俱寂,萬籟寂俱,萬俱籟寂,萬俱寂籟,萬寂籟俱,萬寂俱籟,籟萬俱寂,籟萬寂俱,籟俱萬寂,籟俱寂萬,籟寂萬俱,籟寂俱萬,俱萬籟寂,俱萬寂籟,俱籟萬寂,俱籟寂萬,俱寂萬籟,俱寂籟萬,寂萬籟俱,寂萬俱籟,寂籟萬俱,寂籟俱萬,寂俱萬籟,寂俱籟萬
笑容可掬,笑容掬可,笑可容掬,笑可掬容,笑掬容可,笑掬可容,容笑可掬,容笑掬可,容可笑掬,容可掬笑,容掬笑可,容掬可笑,可笑容掬,可笑掬容,可容笑掬,可容掬笑,可掬笑容,可掬容笑,掬笑容可,掬笑可容,掬容笑可,掬容可笑,掬可笑容,掬可容笑
揮金如土,揮金土如,揮如金土,揮如土金,揮土金如,揮土如金,金揮如土,金揮土如,金如揮土,金如土揮,金土揮如,金土如揮,如揮金土,如揮土金,如金揮土,如金土揮,如土揮金,如土金揮,土揮金如,土揮如金,土金揮如,土金如揮,土如揮金,土如金揮
嗤之以鼻,嗤之鼻以,嗤以之鼻,嗤以鼻之,嗤鼻之以,嗤鼻以之,之嗤以鼻,之嗤鼻以,之以嗤鼻,之以鼻嗤,之鼻嗤以,之鼻以嗤,以嗤之鼻,以嗤鼻之,以之嗤鼻,以之鼻嗤,以鼻嗤之,以鼻之嗤,鼻嗤之以,鼻嗤以之,鼻之嗤以,鼻之以嗤,鼻以嗤之,鼻以之嗤
急流勇退,急流退勇,急勇流退,急勇退流,急退流勇,急退勇流,流急勇退,流急退勇,流勇急退,流勇退急,流退急勇,流退勇急,勇急流退,勇急退流,勇流急退,勇流退急,勇退急流,勇退流急,退急流勇,退急勇流,退流急勇,退流勇急,退勇急流,退勇流急
赴湯蹈火,赴湯火蹈,赴蹈湯火,赴蹈火湯,赴火湯蹈,赴火蹈湯,湯赴蹈火,湯赴火蹈,湯蹈赴火,湯蹈火赴,湯火赴蹈,湯火蹈赴,蹈赴湯火,蹈赴火湯,蹈湯赴火,蹈湯火赴,蹈火赴湯,蹈火湯赴,火赴湯蹈,火赴蹈湯,火湯赴蹈,火湯蹈赴,火蹈赴湯,火蹈湯赴
包藏禍心,包藏心禍,包禍藏心,包禍心藏,包心藏禍,包心禍藏,藏包禍心,藏包心禍,藏禍包心,藏禍心包,藏心包禍,藏心禍包,禍包藏心,禍包心藏,禍藏包心,禍藏心包,禍心包藏,禍心藏包,心包藏禍,心包禍藏,心藏包禍,心藏禍包,心禍包藏,心禍藏包
旗鼓相當,旗鼓當相,旗相鼓當,旗相當鼓,旗當鼓相,旗當相鼓,鼓旗相當,鼓旗當相,鼓相旗當,鼓相當旗,鼓當旗相,鼓當相旗,相旗鼓當,相旗當鼓,相鼓旗當,相鼓當旗,相當旗鼓,相當鼓旗,當旗鼓相,當旗相鼓,當鼓旗相,當鼓相旗,當相旗鼓,當相鼓旗
樂不可支,樂不支可,樂可不支,樂可支不,樂支不可,樂支可不,不樂可支,不樂支可,不可樂支,不可支樂,不支樂可,不支可樂,可樂不支,可樂支不,可不樂支,可不支樂,可支樂不,可支不樂,支樂不可,支樂可不,支不樂可,支不可樂,支可樂不,支可不樂
分道揚鑣,分道鑣揚,分揚道鑣,分揚鑣道,分鑣道揚,分鑣揚道,道分揚鑣,道分鑣揚,道揚分鑣,道揚鑣分,道鑣分揚,道鑣揚分,揚分道鑣,揚分鑣道,揚道分鑣,揚道鑣分,揚鑣分道,揚鑣道分,鑣分道揚,鑣分揚道,鑣道分揚,鑣道揚分,鑣揚分道,鑣揚道分
曇花一現,曇花現一,曇一花現,曇一現花,曇現花一,曇現一花,花曇一現,花曇現一,花一曇現,花一現曇,花現曇一,花現一曇,一曇花現,一曇現花,一花曇現,一花現曇,一現曇花,一現花曇,現曇花一,現曇一花,現花曇一,現花一曇,現一曇花,現一花曇
目中無人,目中人無,目無中人,目無人中,目人中無,目人無中,中目無人,中目人無,中無目人,中無人目,中人目無,中人無目,無目中人,無目人中,無中目人,無中人目,無人目中,無人中目,人目中無,人目無中,人中目無,人中無目,人無目中,人無中目
春風得意,春風意得,春得風意,春得意風,春意風得,春意得風,風春得意,風春意得,風得春意,風得意春,風意春得,風意得春,得春風意,得春意風,得風春意,得風意春,得意春風,得意風春,意春風得,意春得風,意風春得,意風得春,意得春風,意得風春
難兄難弟,難兄弟難,難難兄弟,難難弟兄,難弟兄難,難弟難兄,兄難難弟,兄難弟難,兄難難弟,兄難弟難,兄弟難難,兄弟難難,難難兄弟,難難弟兄,難兄難弟,難兄弟難,難弟難兄,難弟兄難,弟難兄難,弟難難兄,弟兄難難,弟兄難難,弟難難兄,弟難兄難
海闊天空,海闊空天,海天闊空,海天空闊,海空闊天,海空天闊,闊海天空,闊海空天,闊天海空,闊天空海,闊空海天,闊空天海,天海闊空,天海空闊,天闊海空,天闊空海,天空海闊,天空闊海,空海闊天,空海天闊,空闊海天,空闊天海,空天海闊,空天闊海
偷天換日,偷天日換,偷換天日,偷換日天,偷日天換,偷日換天,天偷換日,天偷日換,天換偷日,天換日偷,天日偷換,天日換偷,換偷天日,換偷日天,換天偷日,換天日偷,換日偷天,換日天偷,日偷天換,日偷換天,日天偷換,日天換偷,日換偷天,日換天偷
孤芳自賞,孤芳賞自,孤自芳賞,孤自賞芳,孤賞芳自,孤賞自芳,芳孤自賞,芳孤賞自,芳自孤賞,芳自賞孤,芳賞孤自,芳賞自孤,自孤芳賞,自孤賞芳,自芳孤賞,自芳賞孤,自賞孤芳,自賞芳孤,賞孤芳自,賞孤自芳,賞芳孤自,賞芳自孤,賞自孤芳,賞自芳孤
坐以待斃,坐以斃待,坐待以斃,坐待斃以,坐斃以待,坐斃待以,以坐待斃,以坐斃待,以待坐斃,以待斃坐,以斃坐待,以斃待坐,待坐以斃,待坐斃以,待以坐斃,待以斃坐,待斃坐以,待斃以坐,斃坐以待,斃坐待以,斃以坐待,斃以待坐,斃待坐以,斃待以坐
一舉兩得,一舉得兩,一兩舉得,一兩得舉,一得舉兩,一得兩舉,舉一兩得,舉一得兩,舉兩一得,舉兩得一,舉得一兩,舉得兩一,兩一舉得,兩一得舉,兩舉一得,兩舉得一,兩得一舉,兩得舉一,得一舉兩,得一兩舉,得舉一兩,得舉兩一,得兩一舉,得兩舉一
守口如瓶,守口瓶如,守如口瓶,守如瓶口,守瓶口如,守瓶如口,口守如瓶,口守瓶如,口如守瓶,口如瓶守,口瓶守如,口瓶如守,如守口瓶,如守瓶口,如口守瓶,如口瓶守,如瓶守口,如瓶口守,瓶守口如,瓶守如口,瓶口守如,瓶口如守,瓶如守口,瓶如口守
自投羅網,自投網羅,自羅投網,自羅網投,自網投羅,自網羅投,投自羅網,投自網羅,投羅自網,投羅網自,投網自羅,投網羅自,羅自投網,羅自網投,羅投自網,羅投網自,羅網自投,羅網投自,網自投羅,網自羅投,網投自羅,網投羅自,網羅自投,網羅投自
人面獸心,人面心獸,人獸面心,人獸心面,人心面獸,人心獸面,面人獸心,面人心獸,面獸人心,面獸心人,面心人獸,面心獸人,獸人面心,獸人心面,獸面人心,獸面心人,獸心人面,獸心面人,心人面獸,心人獸面,心面人獸,心面獸人,心獸人面,心獸面人
忘恩負義,忘恩義負,忘負恩義,忘負義恩,忘義恩負,忘義負恩,恩忘負義,恩忘義負,恩負忘義,恩負義忘,恩義忘負,恩義負忘,負忘恩義,負忘義恩,負恩忘義,負恩義忘,負義忘恩,負義恩忘,義忘恩負,義忘負恩,義恩忘負,義恩負忘,義負忘恩,義負恩忘
川流不息,川流息不,川不流息,川不息流,川息流不,川息不流,流川不息,流川息不,流不川息,流不息川,流息川不,流息不川,不川流息,不川息流,不流川息,不流息川,不息川流,不息流川,息川流不,息川不流,息流川不,息流不川,息不川流,息不流川
天涯海角,天涯角海,天海涯角,天海角涯,天角涯海,天角海涯,涯天海角,涯天角海,涯海天角,涯海角天,涯角天海,涯角海天,海天涯角,海天角涯,海涯天角,海涯角天,海角天涯,海角涯天,角天涯海,角天海涯,角涯天海,角涯海天,角海天涯,角海涯天
九死一生,九死生一,九一死生,九一生死,九生死一,九生一死,死九一生,死九生一,死一九生,死一生九,死生九一,死生一九,一九死生,一九生死,一死九生,一死生九,一生九死,一生死九,生九死一,生九一死,生死九一,生死一九,生一九死,生一死九
如數家珍,如數珍家,如家數珍,如家珍數,如珍數家,如珍家數,數如家珍,數如珍家,數家如珍,數家珍如,數珍如家,數珍家如,家如數珍,家如珍數,家數如珍,家數珍如,家珍如數,家珍數如,珍如數家,珍如家數,珍數如家,珍數家如,珍家如數,珍家數如
情不自禁,情不禁自,情自不禁,情自禁不,情禁不自,情禁自不,不情自禁,不情禁自,不自情禁,不自禁情,不禁情自,不禁自情,自情不禁,自情禁不,自不情禁,自不禁情,自禁情不,自禁不情,禁情不自,禁情自不,禁不情自,禁不自情,禁自情不,禁自不情
